2025-09-03T18:05:10.304644,BINANCE,324,5.40,324
2025-09-03T18:05:40.313884,BINANCE,681,11.35,681
2025-09-03T18:06:10.439029,BINANCE,721,12.02,1046
2025-09-03T18:06:40.565927,BINANCE,717,11.95,1400
2025-09-03T18:07:10.795353,BINANCE,759,12.65,1811
2025-09-03T18:07:41.010998,BINANCE,762,12.70,2165
2025-09-03T18:09:52.788324,BINANCE,328,5.47,328
2025-09-03T18:10:22.904314,BINANCE,687,11.45,687
2025-09-03T18:10:52.956367,BINANCE,733,12.22,1061
2025-09-03T18:11:23.003209,BINANCE,729,12.15,1416
2025-09-03T18:11:53.052725,BINANCE,752,12.53,1815
2025-09-03T18:12:23.096124,BINANCE,763,12.72,2181
2025-09-03T18:12:53.137075,BINANCE,746,12.43,2562
2025-09-03T18:13:23.289114,BINANCE,743,12.38,2926
2025-09-03T18:13:53.297886,BINANCE,747,12.45,3310
2025-09-03T18:14:23.422693,BINANCE,743,12.38,3670
2025-09-03T18:14:53.551809,BINANCE,715,11.92,4027
2025-09-03T18:15:23.599357,BINANCE,742,12.37,4416
2025-09-03T18:15:53.776661,BINANCE,787,13.12,4815
2025-09-03T18:16:23.932337,BINANCE,769,12.82,5186
2025-09-03T18:16:53.944202,BINANCE,775,12.92,5590
2025-09-03T18:17:23.990836,BINANCE,804,13.40,5990
